-0.05339971372958363,-0.4566998244042937,-1.7048755996656597,-1.6186371867092442,1.6883299727878773,0.7495738983319802,1.6358569582407911,0.8829114066099706,-1.1550513845170536,-1.2655823259526147,-0.25772482711325173,0.39395574706827663,0.03167773960717302,-0.952794927721003,0.3134520594934824,-0.4087414825275313,-1.0901786861327012,-1.2577592746683592,-1.1889780242810204,-1.6430424518231126,-0.4971610462243965,-0.4443111615423252,-0.4723559337196601,-0.8372949894219088,-0.28587044598919764,-0.4125601937059544,0.030718773174922553,-0.9690815821023779,-0.8542673126741676,-1.2258718525339563,0.3680604842857491,-0.16036534468807995,-1.414087864263432,-1.3221730037927253,-0.002132659957370997,-0.8349942834848005,-1.2316020734420796,-0.4599413460995274,-0.7398806022418096,-0.8038734137894936
"Size of std_values: (1, 40)"

"Time Range: 14:38:07 to 14:38:47, Duration 40.0 
 Start Row 5150, End Row 5310 
 Start Time 1287.25, End Time 1327.25"
kurtosis Values:
0.5361444121791425,-0.6302400526013541,-0.49585498920973503,-0.7966267635344955,-0.7300278103705256,0.3729758523644975,0.1592166367677721,0.31832822052786236,-0.3031603092863877,0.3292462503079121,1.0290936400882877,1.396245018584553,-1.010900877265977,-0.854072811300655,0.30239642795078714,-0.3066269776019901,2.393518537501225,0.08497131268899993,-0.5836296527536375,-0.9359803972398959,-0.5148329664361135,-0.45353779191321797,0.022235751610540255,0.23153557354413667,-0.7464526097824984,-0.6330380514140606,-0.306160529065719,-0.9253219087518412,-0.680892191790603,-0.8256037985207865,0.9757732503295036,-0.02494224030984249,-1.125231325466442,-1.1061554791432053,0.054495101799672874,-1.0571421037930155,-0.8470834451682334,-0.8118805596314767,0.0495373408075066,-0.6122124115948413
"Size of std_values: (1, 40)"

"Time Range: 14:38:47 to 14:39:28, Duration 41.0 
 Start Row 5311, End Row 5475 
 Start Time 1327.5, End Time 1368.5"
kurtosis Values:
-0.057906956522686404,1.3906267647520387,-0.15904716204770297,-1.169500002432705,0.7392260757384772,-0.143408994652225,2.3978789747187683,1.4009741168390395,0.03383368321514446,-0.557164283927829,-0.22508378721232303,-0.1620068532600465,-0.34556501509553694,-0.16035206616746844,0.08868048384858973,-0.08536450385435357,1.6663632557378527,-0.19463997326532967,0.09695871187236715,-0.11570469166432851,-0.4509984249031245,-0.43681944418906404,0.7294827603625613,-0.39793899618451123,-0.6569939265049403,0.0619607972190912,-0.017483484886871015,0.621810681043844,-0.6837267321368699,0.39801070237688396,1.1142181778337008,1.5407599148808337,0.2620316403818088,0.20829136542636073,0.20348090450599798,0.3621735996484361,-0.15683537906517975,-0.015395676357182086,-0.4820436674130679,-0.2512860707153419
"Size of std_values: (1, 40)"

"Time Range: 14:39:28 to 14:39:59, Duration 31.0 
 Start Row 5476, End Row 5600 
 Start Time 1368.75, End Time 1399.75"
kurtosis Values:
-0.779875359572709,0.6232270552542603,-0.3042041227297765,-0.5515695356132788,-0.2250036743160586,-0.07952165525138044,-0.13971260996473012,-0.2548807520134142,-0.4190775814457588,-1.1969042405065087,-0.5217008867470936,-0.4110431125105949,-0.7465881545921462,1.4707108490608611,-0.4358832473345715,-0.5169214750261864,0.7520388019648152,-0.39863858227108917,0.13259602419824645,0.08172170534291645,-0.5182806532700868,-0.5423841136593115,-0.15949798654580594,-1.174582343057703,-0.1528828795700754,-0.3307422241312241,-0.6806662139056998,-0.6730543153263397,0.5479572070789835,0.081510088192561,0.6715359392742206,-0.13831832448540915,-0.012757237887795814,0.2548430115616962,-0.1245331282796096,-0.17805974474722674,-0.11290408384329842,-0.5579959614556222,-0.32046367423722,-0.01387571203438398
"Size of std_values: (1, 40)"

"Time Range: 14:39:59 to 14:40:29, Duration 30.0 
 Start Row 5601, End Row 5721 
 Start Time 1400.0, End Time 1430.0"
kurtosis Values:
-0.26984854255094026,-0.45633708630447734,-0.26607978471299276,0.0032039828388166214,-0.05909403469280994,-0.8325633191051693,-0.49155569416064315,-0.3783152199823654,-0.1286507034015516,-0.7960324054706445,-0.475566774598398,-0.43739343688108345,1.239613755805065,2.0270203951618964,-0.5791064545505877,0.14401112309079256,-0.0982746249043438,-0.704222823567235,-0.21758573182173357,-1.0294578447756633,-0.4552113659010808,-0.4476496661068472,0.6218211915422573,0.15465582502057096,-0.2622189865133375,-0.43906017255458085,-0.2965929498546167,0.03799647275406626,-0.5748480454856439,-0.6587663721640973,-0.181539866526629,0.719913748511805,-0.6251344404134405,-0.5268594780722555,-0.3260318692117474,-0.37003448604521694,-0.8751544047892001,-0.6196754702683527,-0.9659421354784414,-0.5001995408794628
"Size of std_values: (1, 40)"

"Time Range: 14:40:29 to 14:41:14, Duration 45.0 
 Start Row 5722, End Row 5902 
 Start Time 1430.25, End Time 1475.25"
kurtosis Values:
-0.7561662538752776,0.47840932436425154,-0.49597482543104476,0.14098998126886286,0.1734273749274493,0.14367527738965213,-0.47053577143110026,-0.36429602605169364,-0.07385427690180091,-0.7831936148543273,-0.4217940176571098,-0.280935166244749,-0.02062303405591681,0.17450649559454234,-0.09068287659990304,0.13506996383117276,0.12930740654983408,0.11200362585284696,-0.30901669242245156,0.12350683758219683,-0.4382007776534671,-0.41513565825945964,0.315815365069152,-0.11533567547675272,-0.39765494931874734,-0.6301244043167986,-0.4175682696137204,-0.06554742102680367,-0.5360254295130229,-0.32336986949782487,-0.1497666099247552,0.480063092211668,-0.24993379852327724,-0.3569179217421219,-0.5160951754458449,-0.49940074291548253,-0.40199548392510476,-0.5058241285943352,-0.5236244616641965,-0.4433854773976398
"Size of std_values: (1, 40)"

"Time Range: 14:41:14 to 14:42:02, Duration 48.0 
 Start Row 5903, End Row 6095 
 Start Time 1475.5, End Time 1523.5"
kurtosis Values:
-0.2031579438293618,-0.32505384360507383,0.5756951917020476,-0.9315183713808954,-0.6410663860371697,-0.28159544749651744,-0.49166017985414756,-0.3226822259951292,-0.38063634121914003,0.7026135038090029,-0.4281751713312616,-0.3353294337707622,-0.3425732792353964,-0.6690559182254399,-0.4540595458557215,-0.014417026310146852,0.16313757868458945,-0.24736150996583062,0.11672013382907664,-0.5517420753169651,-0.4158823890538299,-0.4121048148094073,-0.23335937418292918,-0.12837140777168088,-0.5667071884582469,-0.056615221788582026,0.041984255961707184,0.7240096074568849,0.9155955003587488,0.43827150398252535,0.5056498497282012,0.2947695599690219,1.0785685900077473,0.252690356907018,-0.09428226038698906,-0.3341714547341339,-0.23827711921818207,-0.3399918952287546,0.0339559324214056,0.7015631832102858
"Size of std_values: (1, 40)"

"Time Range: 14:42:02 to 14:42:27, Duration 25.0 
 Start Row 6096, End Row 6196 
 Start Time 1523.75, End Time 1548.75"
kurtosis Values:
0.9083325061944025,0.6647276222608531,-0.405069804708456,-0.6736812845088398,-0.6720634391307767,-0.4874617250583926,-0.18084145453899447,0.04278263521564263,-0.5086150290861129,-0.290259324482427,-0.25007183312550874,-0.19655403565017915,-0.6820618203661919,-0.6634989692258113,-0.4463411764112619,-0.46718362564831395,0.23933505271859667,-0.7058249172364177,-0.6006014942626736,-0.6493293201192314,0.1357201808926889,0.13159529858276242,0.9124985690020528,0.06110967528123279,-0.16402271642930266,-0.1698851518832818,0.5973541924591412,-0.18706902108326684,-0.1736758118358961,-0.3566443368511196,-0.40576110618108263,1.0456605186590746,-0.3851819989053169,-0.4632452412031003,-0.6387643539268097,-0.04595218347175578,-0.637500718427753,-0.9124447963033253,-0.22279633846082003,-0.7074123623399222
"Size of std_values: (1, 40)"

"Time Range: 14:42:28 to 14:43:11, Duration 43.0 
 Start Row 6197, End Row 6369 
 Start Time 1549.0, End Time 1592.0"
kurtosis Values:
0.18393317040049295,-0.04265603711829691,-1.0895219911820464,-0.9879995990525439,-0.12355814201058468,-0.6564190453680863,-0.5802661991471085,-0.4456446499946658,-0.4369841356560715,-0.11498688904460774,-0.443875849337096,-0.44169555282064143,0.6471660741547618,-0.8232758553211053,-0.01720539395527476,-0.2597838495750753,-0.5825088363377082,-0.4484114123966694,-0.4504604070391429,0.14441620909848085,-0.4321358300172209,-0.43594091572674065,0.35667452218394624,0.11206331183726403,-0.19842567290505153,-0.8521991820417281,-0.41634539073948273,-0.391848202275634,-0.39653728518538145,-0.22987218791182595,0.982108062934258,0.31704985470764546,-0.10014973786122727,-0.14045913138164323,-0.4447355212300472,-0.04290864199374722,-0.6349779453087954,-0.6627412429082646,-0.5330155577688114,-0.18552206606666344
"Size of std_values: (1, 40)"

"Time Range: 14:43:11 to 14:43:46, Duration 35.0 
 Start Row 6370, End Row 6510 
 Start Time 1592.25, End Time 1627.25"
kurtosis Values:
0.23719847598061783,-0.5180057633726252,-0.18363367496394956,-1.2939769784464006,0.14502649232806508,0.12988924993531148,-0.3880947334397482,-0.29612252870144085,-0.8830516671636,-0.600217804358699,-0.3667591309497249,-0.33795568588147695,1.9639629473153173,2.1138822198519556,-0.19570396076820096,0.751680244534386,1.3491887601119963,-0.790815686928295,0.7717876957475869,-0.11075108950425383,-0.35935943761265676,-0.33146280484781965,0.6388160303118546,-0.4901291556078293,0.11452770597327655,0.6659537606080179,-0.30163809053067236,-0.29071398926578373,-0.3692435279624613,-0.5201891485820402,1.6579122765113379,0.21143316490979958,0.6772473355365749,0.4473247182770148,-0.03062258141764218,-0.2201378200308084,-0.3326457616614884,-0.05896899313953963,-0.4543589381662425,-0.22123069863163147
"Size of std_values: (1, 40)"

"Time Range: 14:43:46 to 14:44:57, Duration 71.0 
 Start Row 6511, End Row 6795 
 Start Time 1627.5, End Time 1698.5"
kurtosis Values:
0.5448589766940368,1.6985255543773183,-0.761198966379431,-1.1704527530402482,-0.12410485959380724,-0.3498333028032343,-0.49540592350346335,-0.40895204186898404,-0.7594849958506438,-0.2966839390435898,-0.47860756668253535,-0.4644541805866629,1.5957779232384812,-0.15548691659177694,-0.1007193015624872,0.042466159117529045,0.774996593621442,-0.39698503748231806,0.6140613282297838,-1.0036446647165644,-0.4375182076174644,-0.45104149632727797,-0.06838903754117798,-0.34755452345418547,-0.1159441757063231,-0.8531530425141316,0.13522141476180805,-0.2781637682574294,-0.6076552303591543,-0.813379669532527,-0.14112795052066796,0.6421173715221817,-0.8198832899986113,-0.47175814713035535,-0.4555052810701996,-0.3904504208499966,0.7912443385105359,0.06110264163323453,-0.11763017942936571,-0.054630929101125325
"Size of std_values: (1, 40)"

"Time Range: 14:44:57 to 14:45:21, Duration 24.0 
 Start Row 6796, End Row 6892 
 Start Time 1698.75, End Time 1722.75"
kurtosis Values:
0.07337661070504442,-0.2248658828218284,-0.6058680653995898,-0.9501288376583985,0.6431590503132218,-0.11782534587257132,-0.4123113080715557,-0.26672406691463113,-0.8546288448646471,-0.7425531657660858,-0.4087060997329939,-0.45648003333258824,1.255162656964008,2.984161484081861,0.29307060448252376,0.3111082686607545,0.22094364676210843,-0.7120103402489444,0.12570459461217665,0.25653689913206357,-0.36396187141504477,-0.36847932139203543,0.6866764521530238,-0.9329635256578865,-0.44348126849392777,-0.6996780371571227,-0.21077118985897192,-0.30241738633480386,1.6668323134035257,0.6409203477401535,1.387920208400077,0.2643734190039213,1.6461671706020375,0.5933370509114151,0.27787374251635777,-0.4704702582812823,1.4179627268624433,0.7878056623585854,0.6684093279171428,0.3229943625565115
"Size of std_values: (1, 40)"

"Time Range: 14:50:33 to 14:51:11, Duration 38.0 
 Start Row 6893, End Row 7045 
 Start Time 1723.0, End Time 1761.0"
kurtosis Values:
-0.06073020256613537,0.22924219922175837,0.641054626408017,-0.6213381861097664,0.7967955976294214,-0.13759685934558963,-0.5604727051572342,-0.5135811190137742,0.9851219165848359,-0.3713926264115539,-0.49705384270473996,-0.47657325178801546,0.32222063815315316,0.9085484601712301,-0.16434678804240388,1.425643869064003,0.6322360043291972,0.5755104691964905,0.7926664512747816,0.5896660075353033,-0.5253839085708618,-0.5150799615882562,1.100663999068857,-0.19723271780267648,-0.32285480819858625,0.13819396716402688,-0.13082375320597173,0.42843824814267206,-0.013172270243645645,0.7282255634963528,0.28325110709005497,0.9373992124843813,-0.008342524187768152,-0.1353273393533505,-0.2758265849113668,0.8416260819441659,0.1293771378148696,0.49101176332610086,1.200365413050819,0.0947195463192676
"Size of std_values: (1, 40)"

"Time Range: 14:51:11 to 14:51:48, Duration 37.0 
 Start Row 7046, End Row 7194 
 Start Time 1761.25, End Time 1798.25"
kurtosis Values:
0.25123210631100434,-0.18016962607739684,-0.4189000614924696,-0.39189414207166484,0.7191853095566056,-0.4155912228341134,-0.5934656120202835,-0.5163861814013293,1.5965478282342982,0.3714498897844174,-0.4893269192300078,-0.40395084484629873,0.9722455272106298,5.754286707619915,-0.26059554593219403,-0.33323188653031366,0.017053284222171783,-0.05973359732904093,0.23125474339659835,-0.5251858684533386,-0.5678310285346515,-0.5694468957876531,0.6270389807272685,1.8789285550889936,-0.019893676917792202,-0.10114478524464632,1.373652273051273,-0.3924131491084486,0.075455859269979,0.2734184887095896,0.08951872482854384,0.3012243978386877,-0.8848424166108408,-0.841383119750791,-0.5116033983888619,0.024377716126188442,-0.21229494726205722,0.7164150253457398,-0.40370111379087437,-0.38505673215195824
"Size of std_values: (1, 40)"

"Time Range: 14:51:48 to 14:52:22, Duration 34.0 
 Start Row 7195, End Row 7331 
 Start Time 1798.5, End Time 1832.5"
kurtosis Values:
0.30905964156313326,1.0330389842716485,0.29746231548563573,-0.7963219146407994,0.23899876442647106,1.8061929197941904,-0.30126121767722047,-0.27800703552216355,-0.08350753825045576,0.20513124344340428,-0.4559358139758727,-0.46622046703737485,1.3342096144822682,1.720422034222894,-0.028025920323426323,0.0018706143850897305,0.07811059308705026,-0.10518124054149247,0.01899770699067993,0.7813698833375842,-0.227878396172021,-0.26646819853395876,0.4300276267379126,-0.21394711880719885,-0.43747142099542824,-0.20161788183522988,-0.560213151114584,1.0858915926779211,0.06863863046737873,-0.04385943873686582,1.147713249997926,0.4112015365184143,-0.14222039952733034,0.03396177496078234,0.4588143159940943,0.29481441629198146,0.02964654253850174,0.040433122614522254,-0.25094765301273636,0.058984919568505045
"Size of std_values: (1, 40)"

"Time Range: 14:52:22 to 14:53:12, Duration 50.0 
 Start Row 7332, End Row 7532 
 Start Time 1832.75, End Time 1882.75"
kurtosis Values:
-0.09402147532722793,0.12699879102266998,-0.36397406789192654,0.35743850699116253,-0.019250892242502537,0.08679464147028071,-0.4754467788453538,-0.4306900488877363,0.18525387614339017,0.007305866796094129,-0.3718635082277819,-0.41848344070142085,-1.076523761795381,-0.9045856698255199,-0.5228943386398148,-0.8913384818595285,0.045602224666533075,-0.3867799154907443,-0.06625957634051494,-0.8135398532328177,-0.49133379650031817,-0.4806946262960885,0.43347947427311695,-0.2275370963624166,0.03739345554495044,-0.8211310118400568,-0.2579089723675341,0.5538124274331553,-0.7448078570033458,-0.49298663102555773,1.0452852885516428,-0.20816413017198077,0.7937541953119704,0.0951972122673812,0.49082918996818936,-0.0449813844872371,-0.5438209505165856,-0.34255351001632484,-0.2998632010016884,-0.21619205792547547
"Size of std_values: (1, 40)"

"Time Range: 14:53:12 to 14:54:14, Duration 62.0 
 Start Row 7533, End Row 7781 
 Start Time 1883.0, End Time 1945.0"
kurtosis Values:
0.09507628365250653,-0.026570716951666462,-0.13639069026587647,-1.2228434523094986,0.14643267371591318,-0.13798916079723922,-0.4137249506184264,-0.4186195531774288,0.20563814906761468,-0.15680878469529969,-0.30997209989338526,-0.3306894007592698,0.48659923337998023,-0.086703047842843,0.038490310202455635,0.21291781696954093,-0.24851474129850093,0.3561404108816335,-0.5534485319442792,-0.6544757977785038,-0.3164368275355409,-0.24899176848374838,0.8694389853610964,1.103859587174763,-0.4491011474631885,-0.39612268089681235,0.3018055994947133,0.4380143893419248,-0.27235956238232273,0.34197397689947406,0.37741641756332056,-0.03545889630491761,-0.4499429556290919,-0.3592171615722082,-0.42951485256624977,-0.35247022200967537,-0.5990617346338096,-0.6331902485678298,-0.3343400577471387,-0.025897838996539857
"Size of std_values: (1, 40)"

"Time Range: 14:54:14 to 14:54:48, Duration 34.0 
 Start Row 7782, End Row 7918 
 Start Time 1945.25, End Time 1979.25"
kurtosis Values:
0.2798701474109726,-0.6523735344400361,0.5486784696548739,-0.022168114168718667,-0.6294662578472954,0.2096675196008042,-0.5017442355161865,-0.3996650617413984,-1.2243478772434935,-0.8312355684234598,-0.5187545352674978,-0.5029804115681307,-0.5164259665262545,1.2334076768449584,-0.24501993307063819,-0.3701571306590017,-0.9626218598884155,-1.2980103659888225,0.18073897789839055,0.010060423755304804,-0.546786918524643,-0.5066765612426671,-0.07812776174479907,-1.020923742016931,-0.2891988474639815,0.22344236358400105,-0.08078025181074988,-0.5105854298915449,-1.022664949867808,-0.7674618361478034,0.25697017849804826,-0.22845277111898188,-0.7755306055463174,-0.7662224699950579,-0.3754812795466447,-0.4844992172157907,-0.4855930428669031,-0.808637363648681,-0.3628454412512103,-0.6084414258092412
"Size of std_values: (1, 40)"

"Time Range: 14:54:48 to 14:55:33, Duration 45.0 
 Start Row 7919, End Row 8099 
 Start Time 1979.5, End Time 2024.5"
kurtosis Values:
-0.08992145639968951,0.0186175888881408,-0.05794567905591119,-0.788640776666341,0.2608286605533672,-0.2544451697907002,-0.49377543567737003,-0.42941690747790506,0.3669153400552636,-0.2957955270355228,-0.36404255636392113,-0.3512130669314719,0.8705023168198909,5.930550939967262,-0.3266459654198406,1.4395203960106144,-0.11023913472822988,-0.10284684282573142,-0.17330925437178246,-0.1691793438329956,-0.3541414443178059,-0.3486365377429448,0.3816314556412821,-0.09207851604835904,-0.3514934597080357,-0.45945456297411136,-0.3759103597930289,-0.3473106729573501,-0.2953600656842834,-0.03364045851433506,0.5620246544009677,1.6516629698998138,0.09150802412284476,-0.14812786973216774,0.09497105479500556,-0.31351337709448224,-0.35676576211046696,-0.3526150178640748,-0.5402309646438712,-0.7370858673038949
"Size of std_values: (1, 40)"

"Time Range: 14:55:33 to 14:55:56, Duration 23.0 
 Start Row 8100, End Row 8192 
 Start Time 2024.75, End Time 2047.75"
kurtosis Values:
-0.9963510045942932,-0.1564718409926833,-0.6164964292040196,-0.18825038524307303,-0.050227405896638544,-0.9921360350402959,-0.7022965558551388,-0.6491207861628112,0.3796661515926676,-0.7750017125988542,-0.6127650023627376,-0.5506205663553461,-0.6667027318708509,0.174840036109134,-0.5585698005757447,-0.8466328448287244,0.11129983440303581,-0.8634640035868015,-0.2921010877616612,-1.157267053345564,-0.6454170121445668,-0.6553052126722019,0.10916070481895312,0.376120458996001,-0.9213841376090137,-0.7006009170767502,-0.9332107877956992,0.4167111138187445,-0.6746198858684069,-0.8968086315501984,-0.06659384843827842,0.5254566600104282,-0.35246607321264145,0.46878319980651195,-0.8136995641696458,-0.14892671031345728,0.7080802921176943,-0.8759629378693425,-0.4145486647274059,-0.648520219797049
"Size of std_values: (1, 40)"

"Time Range: 14:55:56 to 14:56:28, Duration 32.0 
 Start Row 8193, End Row 8321 
 Start Time 2048.0, End Time 2080.0"
kurtosis Values:
-0.4864051675798464,-0.21829979736542482,0.45671635118392606,-0.8557723793858125,-0.09744290751784668,-0.38278825544350914,-0.487397246819286,-0.3687537335110558,0.10074581277180883,-0.023865137886602827,-0.2874025252960535,-0.23742947360755995,-0.19512494954105541,-1.0183040659626388,0.019397250420073675,-0.2732604063571351,0.24193102348204354,-0.5447097061002775,0.09585343030687055,-0.09747464786879512,-0.24521818911784266,-0.23721364654357346,1.4177235891267301,0.7496407888983345,0.5395947617441714,-0.7060296028657316,0.05944782418359429,0.5940524989234497,-0.44332586064422586,-0.14281326612814826,0.2296998626275797,0.07967567607108661,-0.7920493470017727,-0.8061430939869303,-0.1526925761233846,-0.15602401735614224,0.5487523751429038,-0.40142151804840376,-0.44549827610619586,-0.3623718120704389
"Size of std_values: (1, 40)"

"Time Range: 14:56:28 to 14:57:23, Duration 55.0 
 Start Row 8322, End Row 8542 
 Start Time 2080.25, End Time 2135.25"
kurtosis Values:
0.4384368715122995,0.016751488620480703,0.3470938175147382,-0.17191722797533204,-0.2892620927592109,0.1939019741550978,-0.522104108526432,-0.53507072767135,-0.05355276593029412,-0.38310560256450543,-0.5977028890440579,-0.5638182461876804,0.5323329488211481,7.506270707458764,-0.1752775215243929,-0.33477772073588863,-0.0566495980045838,-0.9027436803324829,0.35042926193756774,-0.6807086259277244,-0.625450525882898,-0.5940925086480222,-0.05180881540401616,0.20878950586443112,-0.6107077127202882,0.11490619339134778,-0.4218876531730902,0.04813893775619871,1.6629751343751948,0.5966510992528842,0.5200864114521297,-0.3516523969077219,0.6437517942304201,0.5141788774390057,0.03614321185375591,0.5844469832686872,0.581082940665743,0.09030133280128405,0.05683991819708378,-0.5114757275684965
"Size of std_values: (1, 40)"

"Time Range: 14:57:23 to 14:57:56, Duration 33.0 
 Start Row 8543, End Row 8675 
 Start Time 2135.5, End Time 2168.5"
kurtosis Values:
-0.31816505497518666,0.055140967581940536,0.18296403114391202,-0.31145530999326043,0.5660723157703766,0.9136192883535239,0.619386741413761,0.0775733554650122,-0.49380681219967837,-0.8516742961228196,-0.35165534112028096,-0.21102760741628845,-0.2612132413175652,0.7132801036625178,0.5437139709550296,-0.4385334502184919,0.3519323921798869,-0.5306160643105597,0.13757770452690243,-0.7095917244077068,-0.4667981463452455,-0.46043681421692284,0.2113422798886453,0.24006166309706822,0.4802182008871494,-0.5697621286800127,-0.6556157445085069,-1.0787576454946919,-1.0120582963758342,-1.0098473991872403,0.8385716672834937,-0.17499893993054982,-0.533910718773595,-0.4863157792602286,-0.5059044956339127,-0.4492836434854057,-0.25901459955299266,-0.6576457887665441,-1.0704597130145643,-0.9986402579161413
"Size of std_values: (1, 40)"

"Time Range: 14:57:56 to 14:59:09, Duration 73.0 
 Start Row 8676, End Row 8968 
 Start Time 2168.75, End Time 2241.75"
kurtosis Values:
